ID,Title,Issn,Rank,SJR,Publisher,Type,Areas
16824,Central Asian Survey,"02634937, 14653354",13938,"0,363",Routledge,journal,Earth and Planetary Sciences; Social Sciences
14371,Fluid Dynamics,"15738507, 00154628",13939,"0,363",Pleiades Publishing,journal,Chemical Engineering; Engineering; Physics and Astronomy
12387,International Journal of Mechanical Engineering Education,"03064190, 20504586",13940,"0,363",SAGE Publications Inc.,journal,Engineering; Social Sciences
130045,Journal of Applied Biomedicine,"12140287, 1214021X",13941,"0,363",University of South Bohemia in Ceske Budejovice Faculty of Health and Social Sciences,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Environmental Science; Immunology and Microbiology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
29386,Journal of Asia-Pacific Business,"15286940, 10599231",13942,"0,363",Routledge,journal,"Business, Management and Accounting"
21100873341,Journal of Chinese Sociology,21982635,13943,"0,363",SpringerOpen,journal,Social Sciences
17900156721,Journal of Electronic Resources Librarianship,"1941126X, 19411278",13944,"0,363",Routledge,journal,Computer Science; Social Sciences
21100265049,Journal of Engineering and Technological Sciences,23375779,13945,"0,363",Institut Teknologi Bandung (ITB),journal,Chemical Engineering; Earth and Planetary Sciences; Engineering; Environmental Science; Materials Science
21100794749,Journal of English as a Lingua Franca,"21919216, 2191933X",13946,"0,363",De Gruyter Mouton,journal,Social Sciences
16709,Journal of Forensic Psychiatry and Psychology,"14789957, 14789949",13947,"0,363",Routledge,journal,Medicine; Psychology
19700201138,Journal of Global Infectious Diseases,"0974777X, 09748245",13948,"0,363",Wolters Kluwer Medknow Publications,journal,Medicine
144834,Journal of Traditional Chinese Medicine,02552922,13949,"0,363",Journal of Traditional Chinese Medicine,journal,Medicine
5700154184,Legal Theory,"13523252, 14698048",13950,"0,363",Cambridge University Press,journal,Arts and Humanities; Social Sciences
21101052917,Mathematical Foundations of Computing,25778838,13951,"0,363",American Institute of Mathematical Sciences,journal,Computer Science; Mathematics
23028,New Zealand Journal of Forestry Science,"11795395, 00480134",13952,"0,363",Scion Publishing,journal,Agricultural and Biological Sciences; Chemical Engineering; Environmental Science
16200154796,North American Archaeologist,"01976931, 15413543",13953,"0,363",SAGE Publications Inc.,journal,Arts and Humanities; Social Sciences
21100384025,Open Chemistry,23915420,13954,"0,363",Walter de Gruyter GmbH,journal,Chemistry; Materials Science
21100826956,Quanta,13147374,13955,"0,363",Quanta,journal,Arts and Humanities; Mathematics; Physics and Astronomy
19700188158,Research in Drama Education,"1470112X, 13569783",13956,"0,363",Routledge,journal,Arts and Humanities; Social Sciences
26924,Statistical Inference for Stochastic Processes,13870874,13957,"0,363",Springer Netherlands,journal,Mathematics
17821,Turkish Journal of Botany,"1300008X, 13036106",13958,"0,363",Turkiye Klinikleri Journal of Medical Sciences,journal,Agricultural and Biological Sciences
21101057953,Water Science,"23570008, 11104929",13959,"0,363",Taylor and Francis Ltd.,journal,Environmental Science
40637,Zeitschrift fur Gerontologie und Geriatrie,"09486704, 14351269",13960,"0,363",D. Steinkopff-Verlag,journal,Medicine; Nursing; Social Sciences
21100469696,Art and Perception,"22134905, 22134913",13961,"0,362",Brill Academic Publishers,journal,Arts and Humanities; Psychology
27048,Baozha Yu Chongji/Expolosion and Shock Waves,10011455,13962,"0,362",Explosion and Shock Waves,journal,Physics and Astronomy
28016,Cartographic Journal,"00087041, 17432774",13963,"0,362",Maney Publishing,journal,Earth and Planetary Sciences
14958,Criminal Behaviour and Mental Health,"09579664, 14712857",13964,"0,362",Wiley-Blackwell,journal,Medicine; Psychology
19700175117,Egyptian Journal of Medical Human Genetics,"20902441, 11108630",13965,"0,362",,journal,Medicine
15650,Engineering Journal,00138029,13966,"0,362",American Institute of Steel Construction Inc.,trade journal,Engineering
17200154705,European Journal of International Management,"17516757, 17516765",13967,"0,362",Inderscience Enterprises Ltd,journal,"Business, Management and Accounting; Social Sciences"
67249,Experimental Agriculture,"00144797, 14694441",13968,"0,362",Cambridge University Press,journal,Agricultural and Biological Sciences
21100464775,Hospitality and Society,"20427921, 20427913",13969,"0,362",Intellect Ltd.,journal,"Business, Management and Accounting; Social Sciences"
21100447810,International Journal for Lesson and Learning Studies,"20468261, 20468253",13970,"0,362",Emerald Group Publishing Ltd.,journal,Social Sciences
19900191986,International Journal of Aerospace Engineering,"16875974, 16875966",13971,"0,362",Hindawi Publishing Corporation,journal,Engineering
19600166036,International Journal of Artificial Intelligence,09740635,13972,"0,362",Centre for Environment and Socio-Economic Research Publications,journal,Computer Science
21100899009,International Journal of Educational Psychology,20143591,13973,"0,362",Hipatia Editorial,journal,Psychology; Social Sciences
19700170838,International Journal of Rural Management,"09730680, 09730052",13974,"0,362",Sage Publications India Pvt. Ltd,journal,"Business, Management and Accounting; Environmental Science; Social Sciences"
12763,International Journal of Technology Management,"17415276, 02675730",13975,"0,362",Inderscience Enterprises Ltd,journal,"Business, Management and Accounting; Computer Science; Engineering; Social Sciences"
19900191551,International Review of the Red Cross,"16075889, 18163831",13976,"0,362",Cambridge University Press,journal,Social Sciences
17500155102,Journal for the Study of the New Testament,"17455294, 0142064X",13977,"0,362",SAGE Publications Ltd,journal,Arts and Humanities
21100299413,Journal of Cultural Heritage Management and Sustainable Development,"20441274, 20441266",13978,"0,362",Emerald Group Publishing Ltd.,journal,"Arts and Humanities; Business, Management and Accounting; Social Sciences"
13028,Journal of medical ultrasonics (2001),"16132254, 13464523",13979,"0,362",Springer Japan,journal,Medicine
18877,Monthly Labor Review,"19374658, 00981818",13980,"0,362",US Bureau of Labor Statistics,journal,"Business, Management and Accounting"
13823,Noise and Health,"14631741, 19984030",13981,"0,362",Wolters Kluwer Medknow Publications,journal,Health Professions; Medicine
4700152485,Pattern Recognition and Image Analysis,"15556212, 10546618",13982,"0,362",Pleiades Publishing,journal,Computer Science
4100151522,Political Power and Social Theory,01988719,13983,"0,362",Emerald Group Publishing Ltd.,book series,Social Sciences
16611,Serials Review,00987913,13984,"0,362",Taylor and Francis Ltd.,journal,Social Sciences
21100373631,Stratum Plus,"18573533, 16089057",13985,"0,362",High Anthropological School University,journal,Arts and Humanities; Social Sciences
12311,Technical Physics Letters,"10906533, 10637850",13986,"0,362",Pleiades Publishing,journal,Physics and Astronomy
21100370880,Therapeutic Hypothermia and Temperature Management,"21537933, 21537658",13987,"0,362",Mary Ann Liebert Inc.,journal,Medicine
16523,Tourism,"18491545, 13327461",13988,"0,362",Institute for Tourism,journal,"Business, Management and Accounting; Social Sciences"
4800153106,Acta Botanica Brasilica,01023306,13989,"0,361",Sociedade Botanica de Sao Paulo,journal,Agricultural and Biological Sciences
4600151507,Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry,"1875614X, 18715230",13990,"0,361",Bentham Science Publishers B.V.,journal,"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
5800179622,Applied General Topology,"15769402, 19894147",13991,"0,361",Universidad Politecnica de Valencia,journal,Mathematics
9500154033,Biologia (Poland),"13369563, 00063088",13992,"0,361",Walter de Gruyter GmbH,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
25469,Blood Coagulation and Fibrinolysis,"14735733, 09575235",13993,"0,361",Lippincott Williams and Wilkins Ltd.,journal,Medicine
12596,Breast Disease,"08886008, 15581551",13994,"0,361",IOS Press BV,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
21100226804,Chinese Optics,20971842,13995,"0,361","Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences",journal,Physics and Astronomy
19200157040,Ciencia e Agrotecnologia,"14137054, 19811829",13996,"0,361",Federal University of Lavras,journal,Agricultural and Biological Sciences; Veterinary
28887,Computer Fraud and Security,13613723,13997,"0,361",MA Healthcare Ltd,journal,Computer Science; Social Sciences
12742,Ginekologia Polska,00170011,13998,"0,361",Via Medica,journal,Medicine
300147006,Innovations in Systems and Software Engineering,"16145054, 16145046",13999,"0,361",Springer London,journal,Computer Science
18201,International Journal of RF and Microwave Computer-Aided Engineering,"1099047X, 10964290",14000,"0,361",,journal,Computer Science; Engineering
19700187506,International Journal of Shipping and Transport Logistics,"17566517, 17566525",14001,"0,361",Inderscience Enterprises Ltd,journal,"Business, Management and Accounting; Decision Sciences; Social Sciences"
21484,Iranian Journal of Public Health,"22516085, 22516093",14002,"0,361",Iranian Journal of Public Health,journal,Medicine
27665,Journal of Contemporary African Studies,"14699397, 02589001",14003,"0,361",Routledge,journal,Social Sciences
21100246533,Journal of Ecological Engineering,"22998993, 2081139X",14004,"0,361",Polskie Towarzystwo Inzynierii Ekologicznej (PTIE),journal,Agricultural and Biological Sciences; Environmental Science
30066,Journal of Psychophysiology,"21512124, 02698803",14005,"0,361",Hogrefe Publishing,journal,"Biochemistry, Genetics and Molecular Biology; Neuroscience; Psychology"
21101058819,Journal of Robotics and Control (JRC),"27155056, 27155072",14006,"0,361","Department of Electrical Engineering, Universitas Muhammadiyah Yogyakarta",journal,Computer Science; Engineering
17656,Journal of the American Academy of Psychiatry and the Law,"19433662, 10936793",14007,"0,361",American Academy of Psychiatry and the Law,journal,Medicine
21100857390,Journal of the Korean Association of Oral and Maxillofacial Surgeons,"22347550, 22345930",14008,"0,361",Korean Association of Oral and Maxillofacial Surgeons,journal,Dentistry; Medicine
145510,Libri,"18658423, 00242667",14009,"0,361",De Gruyter Saur,journal,Social Sciences
21100836333,Matematychni Studii,"10274634, 24110620",14010,"0,361",VNTL Publishers,journal,Mathematics
21101176033,Mechanical Engineering for Society and Industry,27985245,14011,"0,361",Universitas Muhammadiyah Magelang,journal,Energy; Engineering
18400,"Medicine, Conflict and Survival","13623699, 17439396",14012,"0,361",Routledge,journal,Medicine
34667,Microgravity Science and Technology,09380108,14013,"0,361",Springer Netherlands,journal,Engineering; Mathematics; Physics and Astronomy
21101044941,Minerva Gastroenterology,"27245985, 27245365",14014,"0,361",Edizioni Minerva Medica S.p.A.,journal,Medicine
18558,Monaldi Archives for Chest Disease,"11220643, 25325264",14015,"0,361",Page Press Publications,journal,Medicine
21101073720,Norwegian Journal of Geology,23875852,14016,"0,361",Geological Society of Norway,journal,Earth and Planetary Sciences
19700174681,Revista Paulista de Pediatria,"19840462, 01030582",14017,"0,361",Sao Paulo Pediatric Society,journal,Medicine
8000153103,Ricerche di Matematica,"18273491, 00355038",14018,"0,361",Springer-Verlag Italia s.r.l.,journal,Mathematics
24884,Scottish Journal of Political Economy,"14679485, 00369292",14019,"0,361",Wiley-Blackwell Publishing Ltd,journal,"Economics, Econometrics and Finance; Social Sciences"
21101146408,Si Somos Americanos,"07190948, 07182910",14020,"0,361",Arturo Prat University,journal,Arts and Humanities; Social Sciences
23805,American Journal of Dentistry,08948275,14021,"0,360","Mosher and Linder, Inc",journal,Dentistry; Medicine
145693,Canadian Pharmacists Journal,17151635,14022,"0,360",Canadian Pharmacists Association,journal,"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
144880,Chinese Journal of Endemiology,10004955,14023,"0,360",Chinese Medical Journals Publishing House Co.Ltd,journal,Medicine
24010,Constitutional Political Economy,"15729966, 10434062",14024,"0,360",Springer New York,journal,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
4800156305,Crop Breeding and Applied Biotechnology,"19847033, 15187853",14025,"0,360",Brazilian Society of Plant Breeding,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
21101023028,CVIR Endovascular,25208934,14026,"0,360",Springer Science + Business Media,journal,Medicine
21100927252,Diritto Pubblico,"17218985, 26122464",14027,"0,360",Societa Editrice Il Mulino,journal,Social Sciences
21100981275,EJVES Vascular Forum,2666688X,14028,"0,360",Elsevier Ltd,journal,Medicine
6000195392,Estonian Journal of Earth Sciences,17364728,14029,"0,360",Estonian Academy Publishers,journal,Earth and Planetary Sciences; Environmental Science
21100223537,European Journal of Hospital Pharmacy,"20479956, 20479964",14030,"0,360",European Association of Hospital Pharmacists (EAHP),journal,Health Professions
4700152626,Frontiers of Education in China,"16733533, 1673341X",14031,"0,360",Higher Education Press Limited Company,journal,Social Sciences
21101177468,German Journal of Veterinary Research,27031322,14032,"0,360",German Multidisciplinary Publishing Center,journal,Veterinary
18604,Grana,"00173134, 16512049",14033,"0,360",Taylor and Francis Ltd.,journal,Agricultural and Biological Sciences
21100409533,International Journal of Mental Health Promotion,"14623730, 20498543",14034,"0,360",Tech Science Press,journal,Medicine
21100242605,International Journal of Pervasive Computing and Communications,"1742738X, 17427371",14035,"0,360",Emerald Group Publishing Ltd.,journal,Computer Science; Mathematics
11500153504,International Review of Economics,"18634613, 18651704",14036,"0,360",Springer Verlag,journal,"Economics, Econometrics and Finance"
5400152654,Journal of Access Services,"15367967, 15367975",14037,"0,360",Routledge,journal,Social Sciences
4700152802,Journal of Business and Finance Librarianship,"15470644, 08963568",14038,"0,360",Routledge,journal,"Business, Management and Accounting; Social Sciences"
25882,Journal of Heterocyclic Chemistry,"0022152X, 19435193",14039,"0,360",John Wiley and Sons Inc.,journal,Chemistry
26153,Journal of Oral Implantology,01606972,14040,"0,360",Allen Press Inc.,journal,Dentistry
21101039810,Journal of Osteopathic Medicine,27023648,14041,"0,360",Walter de Gruyter GmbH,journal,Health Professions; Medicine
73382,Landbauforschung,"04586859, 27008711",14042,"0,360",Johann Heinrich von Thunen-Institut,journal,Agricultural and Biological Sciences
21100916899,Librosdelacorte.es,19896425,14043,"0,360","Instituto Universitario La Corte en Europa""""",journal,Arts and Humanities
5800207800,Literatura y Linguistica,07165811,14044,"0,360",Universidad Catolica Silva Henriquez,journal,Arts and Humanities; Social Sciences
21101064943,Nordic Journal of Migration Research,1799649X,14045,"0,360",Helsinki University Press,journal,Social Sciences
12100156755,"Tribology - Materials, Surfaces and Interfaces","1751584X, 17515831",14046,"0,360",SAGE Publications Inc.,journal,Engineering; Materials Science
22758,Wildfowl,09546324,14047,"0,360",Wildfowl and Wetlands Trust,journal,Agricultural and Biological Sciences; Environmental Science
24569,Advances in Geometry,"1615715X, 16157168",14048,"0,359",Walter de Gruyter GmbH,journal,Mathematics
21100788924,"African Journal of Research in Mathematics, Science and Technology Education","18117295, 24697656",14049,"0,359",Taylor and Francis Ltd.,journal,Computer Science; Engineering; Mathematics; Physics and Astronomy; Social Sciences
7000153270,Annali dell'Universita di Ferrara,"18271510, 04303202",14050,"0,359",Springer-Verlag Italia s.r.l.,journal,Mathematics
22244,Annals of the Royal College of Surgeons of England,"00358843, 14787083",14051,"0,359",Royal College of Surgeons of England,journal,Medicine
21101081674,Asian Transport Studies,21855560,14052,"0,359",Elsevier B.V.,journal,Social Sciences
17700155817,Australasian Journal of Combinatorics,"10344942, 22023518",14053,"0,359",University of Queensland Press,journal,Mathematics
21100829975,Clinical and Experimental Vaccine Research,"2287366X, 22873651",14054,"0,359",Korean Vaccine Society,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21100854429,Curved and Layered Structures,23537396,14055,"0,359",Walter de Gruyter GmbH,journal,Engineering
24373,Dermatology Online Journal,10872108,14056,"0,359",Department of Dermatology UC Davis,journal,Medicine
21100897002,Education Research International,"20904010, 20904002",14057,"0,359",Hindawi Limited,journal,Social Sciences
29735,Foot,"09582592, 15322963",14058,"0,359",Churchill Livingstone,journal,Health Professions; Medicine
27926,Geofisica Internacional,"00167169, 2954436X",14059,"0,359",Universidad Nacional Autonoma de Mexico,journal,Earth and Planetary Sciences; Energy
26961,Geology Today,"02666979, 13652451",14060,"0,359",Wiley-Blackwell,trade journal,Earth and Planetary Sciences
21101055119,International Journal of Public Leadership,"20564937, 20564929",14061,"0,359",Emerald Group Publishing Ltd.,journal,Social Sciences
4700152783,Journal of Couple and Relationship Therapy,"15332683, 15332691",14062,"0,359",Routledge,journal,Psychology; Social Sciences
25897,Journal of Organometallic Chemistry,0022328X,14063,"0,359",Elsevier B.V.,journal,"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science"
21100889432,Journal of Water Management Modeling,22926062,14064,"0,359",Computational Hydraulics Int.,journal,Engineering; Environmental Science; Social Sciences
19700174898,Lung India,"0974598X, 09702113",14065,"0,359",Wolters Kluwer Medknow Publications,journal,Medicine
21100857775,PNA,18873987,14066,"0,359","Universidad de Granada, Grupo de Investigacion Didactica de la Matematica",journal,Mathematics; Social Sciences
21100975679,Research and Practice in Intellectual and Developmental Disabilities,"23297026, 23297018",14067,"0,359",Taylor and Francis Ltd.,journal,Medicine; Neuroscience
25305,SAR and QSAR in Environmental Research,"1029046X, 1062936X",14068,"0,359",Taylor and Francis Ltd.,journal,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics"
12149,Transactions of the Indian Institute of Metals,"09722815, 09751645",14069,"0,359",Springer,journal,Materials Science
21100324362,Urology Practice,23520779,14070,"0,359",Lippincott Williams and Wilkins,journal,Medicine
19475,Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology,10010645,14071,"0,358",Beijing Institute of Technology,journal,Engineering
19716,Canadian Entomologist,"0008347X, 19183240",14072,"0,358",Cambridge University Press,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
22769,Chemical and Pharmaceutical Bulletin,"00092363, 13475223",14073,"0,358",Pharmaceutical Society of Japan,journal,"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
21100861075,Child Health Nursing Research,"22879129, 22879110",14074,"0,358",Korean Academy of Child Health Nursing,journal,Medicine; Nursing
21100894206,Civil and Environmental Engineering,"13365835, 21996512",14075,"0,358",Sciendo,journal,Engineering; Environmental Science
21101068013,Clinical Infection in Practice,25901702,14076,"0,358",Elsevier B.V.,journal,Medicine
21100264483,Cuadernos.info,"0719367X, 07193661",14077,"0,358",Pontificia Universidad Catolica de Chile,journal,Social Sciences
23423,General Physiology and Biophysics,"02315882, 13384325",14078,"0,358",Slovak Academy of Sciences,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
15288,History and Theory,"14682303, 00182656",14079,"0,358",Wiley-Blackwell,journal,Arts and Humanities
21100913652,IAFOR Journal of Education,21870594,14080,"0,358",The International Academic Forum (IAFOR),journal,Social Sciences
12043,Interchange,"15731790, 08264805",14081,"0,358",Springer Netherlands,journal,Arts and Humanities; Social Sciences
19700186861,International Journal of Antennas and Propagation,"16875877, 16875869",14082,"0,358",Hindawi Limited,journal,Engineering
21101028596,Internet Pragmatics,"25423851, 2542386X",14083,"0,358",John Benjamins Publishing Company,journal,Computer Science; Social Sciences
5700164821,Interventions,1369801X,14084,"0,358",Routledge,journal,Arts and Humanities; Social Sciences
21100826823,Iranian Journal of Catalysis,"23454865, 22520236",14085,"0,358",Islamic Azad University,journal,Chemical Engineering; Chemistry
5800207564,Journal of French Language Studies,09592695,14086,"0,358",Cambridge University Press,journal,Social Sciences
300147003,Journal of Futures Studies,10276084,14087,"0,358",Tamkang University,journal,Arts and Humanities; Decision Sciences; Social Sciences
19349,Journal of Mathematical Sociology,"15455874, 0022250X",14088,"0,358",Taylor and Francis Ltd.,journal,Mathematics; Social Sciences
21100268426,Journal of Seed Science,23171537,14089,"0,358",Associacao Brasileira de Tecnologia de Sementes,journal,Agricultural and Biological Sciences
18331,Journal of Zoo and Wildlife Medicine,10427260,14090,"0,358",American Association of Zoo Veterinarians,journal,Agricultural and Biological Sciences; Medicine; Veterinary
19700173011,Modern Intellectual History,"14792451, 14792443",14091,"0,358",Cambridge University Press,journal,Arts and Humanities; Social Sciences
145103,Nexus Network Journal,15224600,14092,"0,358",Kim Williams,journal,Arts and Humanities; Engineering; Mathematics
28835,Nursing Education Perspectives,15365026,14093,"0,358",Lippincott Williams and Wilkins Ltd.,journal,Medicine; Nursing; Social Sciences
14022,Paleontological Journal,"15556174, 00310301",14094,"0,358",Pleiades Publishing,journal,Earth and Planetary Sciences
19700175781,Psychology and Neuroscience,"19843054, 19833288",14095,"0,358",Casa do Psicologo,journal,Neuroscience; Psychology
5600153110,Revista Espanola de Investigaciones Sociologicas,02105233,14096,"0,358",Centro de Investigaciones Sociologicas,journal,Social Sciences
19400157212,SHILAP Revista de lepidopterologia,03005267,14097,"0,358",Sociedad Hispano-Luso-Americana Lepidopterologia-Shilap,journal,Agricultural and Biological Sciences
17390,Soil Mechanics and Foundation Engineering,"00380741, 15739279",14098,"0,358",Springer New York,journal,Agricultural and Biological Sciences; Earth and Planetary Sciences; Energy; Engineering; Environmental Science
25366,South Asia Research,"17413141, 02627280",14099,"0,358",Sage Publications India Pvt. Ltd,journal,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
21100875599,Turkish Journal of Emergency Medicine,24522473,14100,"0,358",Wolters Kluwer Medknow Publications,journal,Medicine
19400158711,Acta Analytica,"03535150, 18746349",14101,"0,357",Springer Netherlands,journal,Arts and Humanities
21101080425,Acta Epileptologica,"25244434, 20969384",14102,"0,357",BioMed Central Ltd,journal,Medicine; Neuroscience
74286,AgBioForum,1522936X,14103,"0,357",University of Missouri,journal,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Economics, Econometrics and Finance"
25225,Alcoholism Treatment Quarterly,"15444538, 07347324",14104,"0,357",Routledge,journal,Medicine
20700195024,Asian Pacific Journal of Tropical Biomedicine,"22211691, 25889222",14105,"0,357",Wolters Kluwer Medknow Publications,journal,"Biochemistry, Genetics and Molecular Biology"
18881,Australian Economic Review,"00049018, 14678462",14106,"0,357",Wiley-Blackwell Publishing Ltd,journal,"Economics, Econometrics and Finance"
21101038705,Built Heritage,"20963041, 26626802",14107,"0,357",Springer Science and Business Media B.V.,journal,Arts and Humanities
145635,Candollea,03732967,14108,"0,357",Editions des Conservatoire et Jardin Botanique,journal,Agricultural and Biological Sciences
21100932526,Challenges in Sustainability,22976477,14109,"0,357",Librello Publishing House,journal,Environmental Science; Social Sciences
15020,Civil Engineering and Environmental Systems,"10286608, 10290249",14110,"0,357",Taylor and Francis Ltd.,journal,Engineering
12324,Computer Systems Science and Engineering,02676192,14111,"0,357",Tech Science Press,journal,Computer Science; Engineering; Mathematics
12100154836,Evidence-Based Communication Assessment and Intervention,"17489539, 17489547",14112,"0,357",Informa Healthcare,journal,Health Professions; Medicine; Neuroscience; Social Sciences
21101091648,Finance and Society,20595999,14113,"0,357",University of Edinburgh,journal,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
20389,Industrial Lubrication and Tribology,00368792,14114,"0,357",Emerald Publishing,journal,Energy; Engineering; Materials Science
20576,Journal of Aquatic Food Product Technology,"15470636, 10498850",14115,"0,357",Taylor and Francis Ltd.,journal,Agricultural and Biological Sciences
16690,Journal of Computational Neuroscience,"09295313, 15736873",14116,"0,357",Springer Netherlands,journal,Neuroscience
21101055874,Journal of Forestry Engineering,20961359,14117,"0,357",Nanjing Forestry University,journal,Agricultural and Biological Sciences
21101142417,Journal of Social and Economic Development,"21996873, 09725792",14118,"0,357",Springer,journal,"Economics, Econometrics and Finance; Social Sciences"
11900154315,Letters in Spatial and Resource Sciences,"18644031, 1864404X",14119,"0,357",Springer Verlag,journal,"Economics, Econometrics and Finance; Social Sciences"
100147333,Marine Biology Research,"17451000, 17451019",14120,"0,357",Taylor and Francis Ltd.,journal,Agricultural and Biological Sciences; Earth and Planetary Sciences
19600162008,Mediterranean Archaeology and Archaeometry,"11089628, 22418121",14121,"0,357",,journal,Arts and Humanities; Social Sciences
19900191933,Miskolc Mathematical Notes,"17872405, 17872413",14122,"0,357",University of Miskolc,journal,Mathematics
19200157111,Nuclear Technology and Radiation Protection,14513994,14123,"0,357",Vinca Inst Nuclear Sci,journal,Energy; Engineering
110173,Progress in Transplantation,"15269248, 21646708",14124,"0,357",SAGE Publications Inc.,journal,Medicine
19508,Southern Medical Journal,"00384348, 15418243",14125,"0,357",Lippincott Williams and Wilkins Ltd.,journal,Medicine
21100208071,Teoria y Realidad Constitucional,"11395583, 21748950",14126,"0,357",Univ Nacional de Educacion a Distancia (UNED),journal,Social Sciences
19700173246,Academia Revista Latinoamericana de Administracion,"10128255, 20565127",14127,"0,356",Emerald Group Publishing Ltd.,journal,"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
21100244868,AHURI Final Report,18347223,14128,"0,356",Australian Housing and Urban Research Institute (AHURI),journal,Social Sciences
21100403271,Anatolian journal of cardiology,"21492271, 21492263",14129,"0,356",Kare Publishing,journal,Medicine
21100432868,Anatomy and Cell Biology,"20933673, 20933665",14130,"0,356",Korean Association of Anatomists,journal,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
21100199849,Basic and Clinical Neuroscience,2008126X,14131,"0,356",Iran University of Medical Sciences,journal,Medicine; Neuroscience
12300154714,Botany,"19162790, 19162804",14132,"0,356",National Research Council of Canada,journal,Agricultural and Biological Sciences; Environmental Science
21949,Brazilian Journal of Anesthesiology (English Edition),"23522291, 01040014",14133,"0,356",Elsevier Editora Ltda,journal,Medicine
21101018821,"Canadian Journal of Respiratory, Critical Care, and Sleep Medicine","24745340, 24745332",14134,"0,356",,journal,Medicine
4400151415,Cardiovascular and Hematological Agents in Medicinal Chemistry,"18756182, 18715257",14135,"0,356",Bentham Science Publishers B.V.,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21101064804,European Journal of Family Business,"2444877X, 24448788",14136,"0,356",Universidad de Malaga,journal,"Business, Management and Accounting"
12802,Fishery Bulletin,"00900656, 19374518",14137,"0,356",US National Marine Fisheries Services,journal,Agricultural and Biological Sciences
21100388411,Hormone Molecular Biology and Clinical Investigation,"18681883, 18681891",14138,"0,356",Walter de Gruyter GmbH,journal,"Biochemistry, Genetics and Molecular Biology; Medicine"
15077,Indiana Law Journal,00196665,14139,"0,356",Indiana University,journal,Social Sciences
21100824968,"International Perspectives in Psychology: Research, Practice, Consultation","21573891, 21573883",14140,"0,356",Hogrefe-Verlag GmbH and Co. KG,journal,Psychology
5000158305,Journal of clinical and experimental hematopathology : JCEH,"18809952, 13464280",14141,"0,356",Nihon Rinpa Monaikei Gakkai,journal,Medicine; Nursing
700147309,Journal of General Management,"17596106, 03063070",14142,"0,356",SAGE Publications Inc.,journal,"Business, Management and Accounting"
21101046164,Materialy po Arkheologii i Istorii Antichnogo i Srednevekovogo Prichernomor'ya,27132021,14143,"0,356",Cimmeria Publishing,journal,Arts and Humanities; Social Sciences
28511,Mathematical and Computer Modelling of Dynamical Systems,13873954,14144,"0,356",Taylor and Francis Ltd.,journal,Computer Science; Engineering; Mathematics
21101048847,Mental Health Clinician,21689709,14145,"0,356",Allen Press Inc.,journal,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
21101039083,Nonautonomous Dynamical Systems,23530626,14146,"0,356",Walter de Gruyter GmbH,journal,Mathematics
24739,Polish Journal of Environmental Studies,12301485,14147,"0,356",HARD,journal,Environmental Science
21100996939,Revista Cientifica General Jose Maria Cordova,"19006586, 25007645",14148,"0,356",Escuela Militar de Cadetes,journal,Engineering; Social Sciences
21101033505,Revista del Museo de Antropologia,"18524826, 1852060X",14149,"0,356","Universidad Nacional de Cordoba, Facultad de Filosofia y Humanidades",journal,Arts and Humanities; Social Sciences
21100838017,Sankhya B,"09768394, 09768386",14150,"0,356",Springer India,journal,Decision Sciences; Mathematics
21100463542,SPAL,"22553924, 11334525",14151,"0,356",Seville University Press,journal,Arts and Humanities; Social Sciences
18929,African Studies,"00020184, 14692872",14152,"0,355",Taylor and Francis Ltd.,journal,Arts and Humanities; Social Sciences
21100228566,Afrika Matematika,"10129405, 21907668",14153,"0,355",Springer Science + Business Media,journal,Mathematics
53958,Agrekon,"03031853, 20780400",14154,"0,355",Taylor and Francis Ltd.,journal,"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
